Id,Label
addict,addict
bigger,bigger
language,language
count,count
plenty,plenty
six,six
meant,meant
butter,butter
washed,washed
smile,smile
bathroom,bathroom
rе,rе
buzz,buzz
oughta,oughta
longer,longer
wall,wall
austin,austin
ti,ti
later,later
просто,просто
steal,steal
sold,sold
lied,lied
cold,cold
shinin,shinin
trued,trued
rom,rom
cling,cling
pens,pens
goddamn,goddamn
forgotten,forgotten
caused,caused
flowin,flowin
reach,reach
nerve,nerve
warmer,warmer
newed,newed
pines,pines
confusin,confusin
amusin,amusin
sit,sit
plane,plane
moves,moves
papers,papers
она,она
channing,channing
taking,taking
forty,forty
crime,crime
scrape,scrape
parar,parar
konntest,konntest
sehen,sehen
ways,ways
forever,forever
tatum,tatum
faded,faded
couch,couch
alibi,alibi
years,years
nerves,nerves
brewed,brewed
soft,soft
perfumed,perfumed
papa,papa
john,john
workin,workin
sayin,sayin
atlanta,atlanta
hours,hours
ignore,ignore
dirt,dirt
thinking,thinking
crying,crying
broke,broke
outskirts,outskirts
minhas,minhas
word,word
stories,stories
och,och
matters,matters
floating,floating
pattern,pattern
shorty,shorty
dice,dice
mami,mami
olvidó,olvidó
por,por
это,это
which,which
bang,bang
fifth,fifth
strip,strip
stare,stare
special,special
ビーチタオルが物干し竿で揺れている,ビーチタオルが物干し竿で揺れている
俺が君に88年型フォードに乗った君の父さんを思い出させるかい,俺が君に88年型フォードに乗った君の父さんを思い出させるかい
once,once
gasoline,gasoline
garden,garden
安物のウイスキーが俺の心を癒してくれる,安物のウイスキーが俺の心を癒してくれる
looking,looking
det,det
talked,talked
pensé,pensé
pouring,pouring
learned,learned
saving,saving
助手席ではラブラドールがくつろいでいる,助手席ではラブラドールがくつろいでいる
benz,benz
point,point
nirvana,nirvana
advertised,advertised
intrusive,intrusive
thoughts,thoughts
radio,radio
fake,fake
trouble,trouble
inside,inside
lotta,lotta
zenciler,zenciler
lips,lips
bae,bae
yok,yok
motor,motor
знаю,знаю
7,7
because,because
todas,todas
shower,shower
passed,passed
brooks,brooks
llamarte,llamarte
degrees,degrees
push,push
stereotype,stereotype
mixed,mixed
signals,signals
geeked,geeked
blocked,blocked
slam,slam
gusta,gusta
supper,supper
burning,burning
floatin,floatin
tree,tree
dunn,dunn
nail,nail
para,para
siempre,siempre
happen,happen
spot,spot
shape,shape
haters,haters
ella,ella
pay,pay
doubt,doubt
quite,quite
los,los
singin,singin
sé,sé
headed,headed
handle,handle
winnin,winnin
karma,karma
trying,trying
dónde,dónde
bible,bible
clear,clear
ten,ten
frame,frame
sixty,sixty
coupe,coupe
fans,fans
trigger,trigger
blicky,blicky
straight,straight
war,war
stands,stands
birthday,birthday
esposa,esposa
somehow,somehow
حتى,حتى
يوم,يوم
mystery,mystery
bite,bite
grass,grass
insane,insane
wondering,wondering
hop,hop
closed,closed
tennessee,tennessee
никогда,никогда
начал,начал
первым,первым
мне,мне
похуй,похуй
crown,crown
плохая,плохая
stargazin,stargazin
intertwinin,intertwinin
souls,souls
las,las
residuals,residuals
pasar,pasar
bow,bow
kapat,kapat
şunun,şunun
televizyonunu,televizyonunu
purpose,purpose
squabble,squabble
trees,trees
wash,wash
gym,gym
lace,lace
courses,courses
brain,brain
running,running
its,its
shoulda,shoulda
rosa,rosa
crodie,crodie
testify,testify
trap,trap
strangers,strangers
metro,metro
эти,эти
mistakes,mistakes
habit,habit
depressed,depressed
due,due
beginning,beginning
chicago,chicago
holy,holy
obvious,obvious
rebecca,rebecca
serena,serena
selena,selena
choir,choir
tyla,tyla
romani,romani
inspire,inspire
dress,dress
cares,cares
confidence,confidence
greatest,greatest
rules,rules
breakable,breakable
downhill,downhill
dive,dive
remind,remind
heartbreaks,heartbreaks
quiere,quiere
avoids,avoids
productive,productive
chanting,chanting
marks,marks
метро,метро
eye,eye
camera,camera
biggest,biggest
plague,plague
tough,tough
standin,standin
solo,solo
heavy,heavy
cryin,cryin
шлюшки,шлюшки
под,под
шлюхи,шлюхи
slide,slide
своём,своём
районе,районе
dummy,dummy
filled,filled
callin,callin
movin,movin
very,very
anymore,anymore
stoppin,stoppin
keepin,keepin
wrist,wrist
gold,gold
peace,peace
fucking,fucking
florida,florida
text,text
oak,oak
nombre,nombre
death,death
breathe,breathe
dog,dog
blood,blood
worry,worry
giving,giving
seepin,seepin
mase,mase
hearin,hearin
nails,nails
jim,jim
free,free
estuvimos,estuvimos
toques,toques
пацаны,пацаны
mistake,mistake
joneses,joneses
extinción,extinción
давят,давят
этого,этого
лоха,лоха
le,le
those,those
dancin,dancin
brown,brown
swing,swing
キラキラ,キラキラ
playin,playin
mein,mein
dich,dich
woo,woo
hoo,hoo
intertwined,intertwined
aligned,aligned
lexus,lexus
keys,keys
divine,divine
durante,durante
knee,knee
俺らは,俺らは
necklace,necklace
bottles,bottles
stoner,stoner
buddy,buddy
cake,cake
hustle,hustle
rich,rich
desert,desert
bruh,bruh
8,8
ol,ol
heartbreak,heartbreak
paid,paid
park,park
coochie,coochie
w,w
buried,buried
breadcrumb,breadcrumb
wun,wun
marido,marido
é,é
digits,digits
corazón,corazón
wings,wings
dipped,dipped
win,win
buenos,buenos
vecinos,vecinos
toque,toque
cheap,cheap
goat,goat
dances,dances
tuyo,tuyo
bum,bum
piss,piss
bougie,bougie
grown,grown
cc,cc
gucci,gucci
between,between
80,80
90,90
havin,havin
eu,eu
texas,texas
bottega,bottega
lucky,lucky
sugar,sugar
тебя,тебя
soy,soy
mе,mе
hotel,hotel
layin,layin
als,als
flight,flight
dime,dime
буду,буду
relate,relate
pride,pride
porch,porch
jealous,jealous
za,za
beer,beer
aren,aren
going,going
people,people
addicted,addicted
dirty,dirty
waters,waters
hopeless,hopeless
else,else
tore,tore
loves,loves
mother,mother
alles,alles
features,features
hopes,hopes
prayer,prayer
hunch,hunch
fever,fever
burnt,burnt
bütün,bütün
hayatımı,hayatımı
price,price
sou,sou
hips,hips
nervous,nervous
overnight,overnight
dedicate,dedicate
diabla,diabla
weeks,weeks
dejas,dejas
på,på
min,min
b,b
knockin,knockin
tick,tick
tock,tock
parents,parents
sluts,sluts
trustin,trustin
knuck,knuck
diamond,diamond
sees,sees
chasin,chasin
linkin,linkin
opps,opps
single,single
mad,mad
isso,isso
unless,unless
глоток,глоток
красного,красного
faith,faith
boss,boss
tucson,tucson
straighten,straighten
fighting,fighting
yelling,yelling
rumors,rumors
alive,alive
past,past
har,har
valentine,valentine
london,london
chromakopia,chromakopia
sheets,sheets
messed,messed
snow,snow
paper,paper
figure,figure
months,months
princess,princess
fue,fue
beg,beg
bien,bien
loco,loco
wrapped,wrapped
знаешь,знаешь
voice,voice
tone,tone
مماتي,مماتي
belonged,belonged
happy,happy
embarrass,embarrass
wedding,wedding
ring,ring
ego,ego
illusion,illusion
lots,lots
wicked,wicked
speed,speed
хочу,хочу
makeup,makeup
wonderful,wonderful
christmastime,christmastime
werde,werde
aquí,aquí
celular,celular
monica,monica
thе,thе
month,month
contigo,contigo
others,others
tearin,tearin
taken,taken
fiend,fiend
smart,smart
store,store
а,а
built,built
hills,hills
toa,toa
rap,rap
dándote,dándote
tocándote,tocándote
calentándote,calentándote
escapó,escapó
rompe,rompe
pitt,pitt
muévelo,muévelo
cabecea,cabecea
nowhere,nowhere
shirt,shirt
toll,toll
passenger,passenger
moving,moving
darlin,darlin
competition,competition
sabe,sabe
fa,fa
selfish,selfish
closin,closin
chingar,chingar
raptar,raptar
apaga,apaga
siento,siento
lejo,lejo
turnin,turnin
cowboy,cowboy
amazin,amazin
complicated,complicated
explained,explained
forest,forest
twerk,twerk
hatred,hatred
relief,relief
fate,fate
screaming,screaming
bookie,bookie
magic,magic
atenta,atenta
ba,ba
bein,bein
graces,graces
jugá,jugá
brad,brad
robo,robo
menor,menor
simply,simply
birkin,birkin
seven,seven
bunch,bunch
nota,nota
driving,driving
started,started
different,different
early,early
asked,asked
sense,sense
nine,nine
saint,saint
косарём,косарём
нахуй,нахуй
spend,spend
косарь,косарь
миллионом,миллионом
yuppies,yuppies
enjoy,enjoy
judge,judge
booty,booty
shorts,shorts
slappin,slappin
skies,skies
shell,shell
stomp,stomp
rough,rough
sound,sound
order,order
fiendin,fiendin
pocket,pocket
fried,fried
generations,generations
stale,stale
cuban,cuban
green,green
bail,bail
weißt,weißt
outside,outside
grave,grave
industry,industry
picture,picture
pickin,pickin
showin,showin
snail,snail
easy,easy
circles,circles
jail,jail
layers,layers
bus,bus
cartier,cartier
sat,sat
eso,eso
training,training
gives,gives
forgive,forgive
waitin,waitin
hat,hat
shawty,shawty
anything,anything
caption,caption
ridin,ridin
collar,collar
far,far
boston,boston
christian,christian
dior,dior
promised,promised
seems,seems
eating,eating
trace,trace
puttin,puttin
justin,justin
bieber,bieber
girlfriend,girlfriend
team,team
clock,clock
dad,dad
dangerous,dangerous
bro,bro
emptiness,emptiness
руках,руках
machine,machine
estás,estás
6,6
2,2
ne,ne
toda,toda
bounce,bounce
wherever,wherever
smolderin,smolderin
coals,coals
ashes,ashes
evet,evet
terrified,terrified
losе,losе
carry,carry
damaged,damaged
beyond,beyond
record,record
signed,signed
sentence,sentence
dyin,dyin
holly,holly
jolly,jolly
messin,messin
fifths,fifths
reckless,reckless
bareback,bareback
dos,dos
born,born
whoa,whoa
разговариваю,разговариваю
coco,coco
repair,repair
только,только
trail,trail
barbed,barbed
wired,wired
valleys,valleys
overgrown,overgrown
dells,dells
barefoot,barefoot
blazing,blazing
finding,finding
played,played
clues,clues
sane,sane
thеse,thеse
has,has
shattered,shattered
invites,invites
dachte,dachte
дьяволом,дьяволом
console,console
northern,northern
attitude,attitude
beach,beach
yeterli,yeterli
değil,değil
someday,someday
sidewalk,sidewalk
cracks,cracks
доверяем,доверяем
daisy,daisy
listen,listen
leaver,leaver
çift,çift
küçüklüğümden,küçüklüğümden
beri,beri
hakiki,hakiki
oldum,oldum
beauty,beauty
painter,painter
kopf,kopf
serious,serious
wo,wo
dash,dash
countin,countin
recall,recall
wishin,wishin
от,от
survive,survive
list,list
test,test
angels,angels
demons,demons
decembers,decembers
bentley,bentley
planes,planes
тот,тот
же,же
rock,rock
worked,worked
spent,spent
bleed,bleed
music,music
dollars,dollars
deny,deny
drivin,drivin
glorilla,glorilla
startin,startin
finally,finally
bend,bend
riddle,riddle
есть,есть
swag,swag
diamonds,diamonds
daughter,daughter
lock,lock
dinner,dinner
dur,dur
hele,hele
mierda,mierda
sin,sin
нас,нас
mental,mental
watching,watching
rockin,rockin
şeyimiz,şeyimiz
ahead,ahead
com,com
holding,holding
j,j
blind,blind
pants,pants
kaltak,kaltak
touched,touched
score,score
horse,horse
kink,kink
fair,fair
cute,cute
losers,losers
driver,driver
naw,naw
ха,ха
meine,meine
feinde,feinde
add,add
парюсь,парюсь
моих,моих
твиззов,твиззов
though,though
juno,juno
niña,niña
smell,smell
affair,affair
su,su
hearts,hearts
más,más
max,max
click,click
searchin,searchin
чувствую,чувствую
себя,себя
snuck,snuck
grow,grow
nevеr,nevеr
somewhere,somewhere
veins,veins
cried,cried
prettiest,prettiest
luna,luna
laugh,laugh
fought,fought
battle,battle
fifty,fifty
gangster,gangster
poppin,poppin
glück,glück
plays,plays
loneliness,loneliness
places,places
pressure,pressure
fuerza,fuerza
regida,regida
10,10
wraith,wraith
nunca,nunca
corrupt,corrupt
twice,twice
sing,sing
hundetage,hundetage
misunderstood,misunderstood
sip,sip
ceiling,ceiling
listening,listening
dm,dm
puedo,puedo
bubbly,bubbly
realize,realize
quieras,quieras
rains,rains
safe,safe
flames,flames
bless,bless
seal,seal
slim,slim
thick,thick
tame,tame
mira,mira
realized,realized
york,york
flow,flow
forth,forth
treat,treat
4x4,4x4
víctima,víctima
indescribable,indescribable
odyssey,odyssey
guitar,guitar
esse,esse
gör,gör
tillbaka,tillbaka
747,747
racing,racing
om,om
backyard,backyard
muy,muy
fuerte,fuerte
droga,droga
paketet,paketet
från,från
fresh,fresh
sälj,sälj
нет,нет
gate,gate
devils,devils
vacation,vacation
med,med
mig,mig
shore,shore
walkin,walkin
focus,focus
att,att
guys,guys
screen,screen
nightstand,nightstand
potential,potential
вместе,вместе
secrets,secrets
tal,tal
hatin,hatin
eller,eller
bryt,bryt
auto,auto
surroundljud,surroundljud
kissekatt,kissekatt
verandan,verandan
orten,orten
sunrise,sunrise
sixteen,sixteen
carriages,carriages
toy,toy
esperando,esperando
muñequita,muñequita
aferrafter,aferrafter
higher,higher
día,día
ditchin,ditchin
almighty,almighty
beside,beside
savior,savior
burnin,burnin
svart,svart
headlights,headlights
mitt,mitt
knä,knä
rygg,rygg
wanting,wanting
problems,problems
millón,millón
nose,nose
brake,brake
ner,ner
kilot,kilot
få,få
sad,sad
börjar,börjar
låta,låta
så,så
tryck,tryck
lägger,lägger
snor,snor
kronor,kronor
gå,gå
braids,braids
louis,louis
tengo,tengo
pass,pass
lipstick,lipstick
stone,stone
tus,tus
ojos,ojos
chase,chase
slidin,slidin
cope,cope
glass,glass
nos,nos
prophecy,prophecy
hijo,hijo
ago,ago
así,así
counter,counter
pares,pares
blew,blew
